machine_id;machine_type;line_id;shift;operator_id;product_type;hour;day_of_week;is_weekend;temperature;vibration_level;power_consumption;pressure;material_flow_rate;cycle_time;error_rate;machine_age_hours;last_maintenance_hours;oil_level;lubrication_status;units_produced;downtime;ambient_temperature;humidity;noise_level_db
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;2;1;0;73,16639412;2,040669025;21,19479459;4,831001642;21,47301648;118,0436614;0,871642471;15204,35;0,8851;96,25;Good;0;0;25,3;76,2;93,5
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;2;1;0;75,15512555;2,218555593;19,28937961;5,4110875;19,35384259;115,555376;0,861596671;15204,37;0,9018;95,93;Good;0;43;28,45;74,9;93,4
M002;CNC;L2;Shift_3_Malam;OP012;Flange;2;1;0;76,41983582;2,191281744;16,69046045;5,126209176;18,00402638;117,4164545;0,811794815;8304,37;0,4175;31,25;Critical;0;0;22,83;80,6;77,9
M004;Drill;L1;Shift_3_Malam;OP012;Bracket;2;1;0;74,93625469;2,077630942;16,978783;4,980856429;18,84350148;118,9023671;0,785476663;6104,95;0,6513;73;Good;0;0;26,13;80,4;91,4
M004;CNC;L1;Shift_3_Malam;OP012;Bracket;2;1;0;82,49435832;2,358659416;18,15983053;5,100401417;19,47730071;123,6000677;0,844420449;6104,97;0,668;70,22;Good;0;0;21,2;77;81,6
M002;Welder;L2;Shift_3_Malam;OP012;Flange;2;1;0;74,72126566;1,544309066;18,64186012;5,071765668;21,49100418;117,9616971;0,700832192;8304,38;0,4342;29,77;Critical;0;0;25;75,4;99,3
M002;CNC;L2;Shift_3_Malam;OP012;Flange;2;1;0;75,62697495;2,151374544;16,02426818;4,393334981;19,936598;115,8806934;0,798603713;8304,4;0,4509;29,55;Critical;0;0;25,95;66,6;80,7
M002;Welder;L2;Shift_3_Malam;OP012;Flange;2;1;0;77,90881573;2,187961509;19,44607588;4,860295246;19,72077767;118,2424331;0,840922565;8304,42;0,4676;28,87;Critical;0;42;26,26;66,4;94,1
M002;CNC;L2;Shift_3_Malam;OP012;Flange;2;1;0;73,69123341;1,628131314;18,17102666;5,646608662;18,12700486;116,1542736;0,692189915;8304,43;0,4843;31,65;Critical;0;34;23,8;75,4;78,6
M002;Drill;L2;Shift_3_Malam;OP012;Flange;2;1;0;76,1126732;1,549138817;14,56858336;4,736270346;21,17822388;115,3299725;0,620440929;8304,45;0,501;30,28;Critical;0;0;26,56;79,4;87,1
M002;Drill;L2;Shift_3_Malam;OP012;Flange;2;1;0;78,25410846;1,776217362;16,14214704;4,872679594;19,02207177;111,9349159;0,696401769;8304,47;0,5177;27,79;Critical;0;34;24,2;81,7;84,3
M003;CNC;L3;Shift_3_Malam;OP012;Shaft;2;1;0;76,30520081;1,801537567;16,99174265;4,783351695;19,84995821;120,3473906;0,723657807;15204,38;0,9185;92,39;Good;0;36;24,75;70,6;83,2
M003;CNC;L3;Shift_3_Malam;OP012;Shaft;2;1;0;77,0256548;2,226025839;17,85428462;4,965193911;22,22027462;117,1564715;0,830306031;15204,4;0,9352;95,16;Good;0;0;24,35;67,5;82,3
M003;Drill;L3;Shift_3_Malam;OP012;Shaft;2;1;0;75,71985238;1,815638365;21,77855759;4,766750867;20,763145;124,8313937;0,848319988;15204,42;0,9519;91,52;Good;0;0;23,3;79,7;92,4
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;2;1;0;72,76647114;1,743095445;18,47634261;5,194696601;17,55761893;112,7630195;0,755957638;15204,43;0,9686;96,17;Good;1;0;27,35;70,9;90,6
M002;Drill;L2;Shift_3_Malam;OP012;Flange;2;1;0;78,27669505;1,816509879;16,31845622;5,078925365;17,34573465;117,2895822;0,691465638;8304,48;0,5344;30,27;Critical;0;0;25,07;67,1;91,6
M004;Welder;L1;Shift_3_Malam;OP012;Bracket;2;1;0;82,57874797;2,3355897;18,44126161;5,309419046;19,90353432;129,0645361;0,871578789;6104,98;0,6847;72,58;Good;0;0;26,63;72,5;92,1
M001;CNC;L1;Shift_3_Malam;OP012;Bracket;2;1;0;77,371187;2,003913012;17,29582451;4,579623534;18,18088908;115,3019524;0,78791068;12505,03;1,2358;73,24;Good;0;0;26,57;72,4;83
M002;CNC;L2;Shift_3_Malam;OP012;Flange;3;1;0;77,99380781;1,946224692;18,64951648;4,863863807;20,97282012;118,8173337;0,807016805;8304,5;0,5511;32,24;Critical;0;0;23,55;81,6;78,6
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;3;1;0;79,39821707;1,96699835;19,16113537;4,909710947;20,0633946;113,9207801;0,797822683;12505,05;1,2525;71,76;Good;0;39;26,82;79,3;95,6
M004;CNC;L1;Shift_3_Malam;OP012;Bracket;3;1;0;73,51409066;2,3876181;20,41846129;5,182258764;20,24807715;113,2578624;0,901574124;6105;0,7014;73,76;Good;0;45;25,76;71,3;74,5
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;3;1;0;82,43165947;1,775248482;17,95142701;4,682711521;18,93988523;127,7365549;0,756044476;15204,45;0,9853;94,45;Good;0;0;23,44;82;93
M004;Conveyor;L1;Shift_3_Malam;OP012;Bracket;3;1;0;77,93313523;;21,27792106;5,366261522;22,61207548;120,8551975;0,943369689;6105,02;0,7181;71,29;Good;0;47;25,67;75,6;75,3
M002;Drill;L2;Shift_3_Malam;OP012;Flange;3;1;0;82,22375289;2,06314889;19,81604533;5,474566236;24,26389059;120,6683942;0,835752807;8304,52;0,5678;32,56;Critical;0;41;23,47;80,3;93,3
M003;Conveyor;L3;Shift_3_Malam;OP012;Shaft;3;1;0;75,13111655;1,951874185;16,58512091;4,604451061;19,58212291;111,5184188;0,727971395;15204,47;1,002;95,83;Good;2;0;27,41;81,6;68,6
M002;Welder;L2;Shift_3_Malam;OP012;Flange;3;1;0;82,78643465;2,750270149;22,41971133;4,803650842;20,52955887;121,7937069;1;8304,53;0,5845;31,24;Critical;0;0;26,22;73,7;95
M003;Drill;L3;Shift_3_Malam;OP012;Shaft;3;1;0;79,65974871;1,683308153;18,65398903;4,787227397;20,14612601;125,7871097;0,713024789;15204,48;1,0187;96,15;Good;0;0;24,89;77,9;86,4
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;3;1;0;78,99543583;1,893894272;16,32975099;6,052954482;19,6104697;125,7473853;0,710392215;12505,07;1,2692;74,88;Good;0;0;26,9;73;89,3
M001;Drill;L1;Shift_3_Malam;OP012;Bracket;3;1;0;78,04042229;1,630270628;21,3058261;4,828039958;18,7518943;123,3416661;0,76872766;12505,08;1,2859;73,92;Good;1;0;22,63;79,7;84,6
M001;Drill;L1;Shift_3_Malam;OP012;Bracket;3;1;0;76,59479641;2,285738591;22,15555517;5,671050177;18,37254802;114,3525721;0,918817596;12505,1;1,3026;74,69;Good;0;0;23,88;75,5;86,6
M004;Drill;L1;Shift_3_Malam;OP012;Bracket;3;1;0;80,94401059;2,50675668;17,93394947;4,493347202;18,2966041;121,5656171;0,883129027;6105,03;0,7348;73,87;Good;1;0;24,62;79,8;89,4
M002;Drill;L2;Shift_3_Malam;OP012;Flange;3;1;0;77,76552857;2,500976834;16,99269948;4,604139614;20,60786004;123,3379248;0,857006504;8304,55;0,6012;31,36;Critical;0;0;28,35;82,6;88,3
M004;Welder;L1;Shift_3_Malam;OP012;Bracket;3;1;0;71,4452732;2,367184626;17,65525009;4,725358187;19,22048828;111,0277821;0,828231335;6105,05;0,7515;73,39;Good;0;41;23,39;77,7;91,1
M001;Drill;L1;Shift_3_Malam;OP012;Bracket;3;1;0;73,99695627;1,94071386;19,42946346;4,661724275;16,13256072;114,393602;0,784602825;12505,12;1,3193;74,18;Good;0;39;22,44;74,5;82,5
M002;Drill;L2;Shift_3_Malam;OP012;Flange;3;1;0;76,79301175;1,890427707;20,55571331;4,892840506;20,66728733;124,4407866;0,794955406;8304,57;0,6179;28,23;Critical;0;39;22,83;74,6;89,3
M001;Conveyor;L1;Shift_3_Malam;OP012;Bracket;3;1;0;78,2825793;1,498649068;19,14097466;4,716488719;19,94260808;124,3802289;0,704108487;12505,13;1,336;74,95;Good;0;35;26,36;60,2;74,4
M004;CNC;L1;Shift_3_Malam;OP012;Bracket;3;1;0;77,18485023;2,610762061;18,20344642;4,672263363;22,0200095;112,2570848;0,896827787;6105,07;0,7682;74,9;Good;0;44;24,11;71,4;86,8
M004;CNC;L1;Shift_3_Malam;OP012;Bracket;3;1;0;90,49309367;6,776287724;31,48458508;5,463388799;20,5596836;123,9751073;1;6105,08;0;69,85;Low;0;0;24,76;79,7;88,9
M004;Conveyor;L1;Shift_3_Malam;OP012;Bracket;3;1;0;71,5053768;1,852412929;17,37432705;5,489517449;17,78198961;120,476517;0,7415475;6105,1;0,0167;74,62;Good;0;37;26,14;79,8;78,4
M001;Conveyor;L1;Shift_3_Malam;OP012;Bracket;3;1;0;77,79147955;2,398417067;20,06183868;5,379718599;16,65548504;123,9050448;0,89269828;12505,15;1,3527;70,43;Good;0;44;24,76;71,3;76,6
M002;Welder;L2;Shift_3_Malam;OP012;Flange;3;1;0;71,90881141;1,708170645;17,4238744;5,209599582;18,92079142;116,8273934;0,702408072;8304,58;0,6346;29,29;Critical;0;0;25,31;75,8;97,5
M002;Welder;L2;Shift_3_Malam;OP012;Flange;3;1;0;91,35179691;4,531002326;26,31313842;5,037097226;19,06233887;123,2259175;1;8304,6;0;31,73;Critical;0;0;25,8;74,1;104,3
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;3;1;0;77,08343964;1,94821126;17,77287487;4,801187724;21,4147388;124,2191439;0,772504093;12505,17;1,3694;70,62;Good;0;0;24,35;78,4;96,4
M002;Conveyor;L2;Shift_3_Malam;OP012;Flange;3;1;0;78,62767904;2,191603142;17,88829563;4,618736998;19,9866936;118,2433253;0,838924514;8304,62;0,0167;32,18;Critical;1;0;24,75;86;68,1
M001;Conveyor;L1;Shift_3_Malam;OP012;Bracket;3;1;0;83,82026572;7,255777177;26,25893893;5,145198281;21,70053275;120,0887627;1;12505,18;0;74,64;Good;0;0;25,36;78,5;82,3
M002;Drill;L2;Shift_3_Malam;OP012;Flange;3;1;0;81,21131061;1,564721633;20,68970806;4,530547843;18,01275042;116,7573919;0,772201699;8304,63;0,0334;30,31;Critical;1;0;26,3;71,6;86
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;3;1;0;91,20103262;7,208527884;23,07956102;4,602431628;21,44789658;128,2581947;1;15204,5;0;91,08;Good;0;50;23,81;74,6;106,8
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;3;1;0;79,12761542;2,314659243;16,51953549;5,461165302;21,08148373;119,3986403;0,82415606;15204,52;0,0167;92,76;Good;1;0;20,47;82;92
M004;Welder;L1;Shift_3_Malam;OP012;Bracket;3;1;0;76,99046412;1,991235078;22,24198713;5,760259617;16,97264883;115,3898784;0,868248347;6105,12;0,0334;73,36;Good;1;0;26,02;68;94,2
M003;CNC;L3;Shift_3_Malam;OP012;Shaft;3;1;0;79,12062106;2,232534536;19,95569513;5,157318055;21,98392676;116,4208704;0,891555356;15204,53;0,0334;96,92;Good;0;0;26,39;71,9;84,4
M003;Drill;L3;Shift_3_Malam;OP012;Shaft;3;1;0;75,26240485;1,686341154;13,2297726;5,442582861;20,14018774;120,633853;0,622787662;15204,55;0,0501;94,82;Good;0;31;25,3;78,5;88,9
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;3;1;0;79,95178288;1,992121762;16,86948252;4,901660673;20,58806676;123,7666559;0,778555193;15204,57;0,0668;92,59;Good;0;38;25,4;81,5;95,5
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;3;1;0;82,33559193;1,812646863;14,37602132;4,464930326;18,70265583;113,3208658;0,678245002;12505,2;0,0167;73,45;Good;0;0;24,15;78;98,3
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;3;1;0;80,60101427;2,224094252;16,09861861;5,244868647;21,91287052;129,2383;0,80221837;15204,58;0,0835;94,27;Good;0;0;25,75;72;95,8
M003;CNC;L3;Shift_3_Malam;OP012;Shaft;3;1;0;75,20240853;2,009447469;11,72297067;5,227715729;18,22122151;121,5433765;0,680693562;15204,6;0,1002;95,7;Good;0;0;26,28;77,7;80,4
M004;CNC;L1;Shift_3_Malam;OP012;Bracket;3;1;0;78,47750124;2,207022103;17,72602084;5,028667422;21,24813803;122,3322799;0,845770158;6105,13;0,0501;70,3;Good;0;42;25,08;77,1;78,1
M003;Conveyor;L3;Shift_3_Malam;OP012;Shaft;3;1;0;85,30368622;5,763274514;22,3484494;4,903049817;21,23091121;119,5140523;1;15204,62;0;95,58;Good;0;50;28,74;76,8;84,5
M003;Drill;L3;Shift_3_Malam;OP012;Shaft;3;1;0;79,11448692;;18,11981051;5,384884231;18,53874886;120,0962948;0,819619422;15204,63;0,0167;94,26;Good;0;40;22,65;74,5;85,7
M002;Conveyor;L2;Shift_3_Malam;OP012;Flange;3;1;0;;2,08193553;14,74975748;4,605706787;22,9750604;119,2585843;0,726332855;8304,65;0,0501;33,04;Critical;3;0;25,24;75,3;74,3
M004;Drill;L1;Shift_3_Malam;OP012;Bracket;3;1;0;71,79193366;1,700536322;18,16582371;4,690487768;20,34729272;125,0889798;0,71887893;6105,15;0,0668;71,71;Good;0;0;23,24;70,5;91,2
M004;CNC;L1;Shift_3_Malam;OP012;Bracket;3;1;0;73,91806449;1,999164167;17,17016744;4,596757397;20,98083892;119,9603571;0,748131598;6105,17;0,0835;73,45;Good;0;0;26,32;87,4;81,3
M004;Welder;L1;Shift_3_Malam;OP012;Bracket;3;1;0;76,55603268;1,840072879;21,00390593;5,033989185;17,70931881;123,8352511;0,790772639;6105,18;0,1002;75,24;Good;0;39;22,63;75,8;93,7
M004;Conveyor;L1;Shift_3_Malam;OP012;Bracket;3;1;0;76,50490348;1,896780813;20,82271372;4,564842795;23,176595;117,8307624;0,824852581;6105,2;0,1169;70,26;Good;1;0;23;77,7;74,2
M004;Welder;L1;Shift_3_Malam;OP012;Bracket;3;1;0;73,78108526;1,887639755;19,57069121;4,726303128;18,16316459;120,9782026;0,809471201;6105,22;0,1336;75,26;Good;0;40;24,05;73,9;94,2
M004;Conveyor;L1;Shift_3_Malam;OP012;Bracket;3;1;0;78,5784856;1,706022328;17,34677244;4,717697775;21,53732965;115,9803983;0,689946641;6105,23;0,1503;73,77;Good;0;34;25,4;79,2;72
M001;CNC;L1;Shift_3_Malam;OP012;Bracket;3;1;0;78,16800358;1,412798423;21,97076079;4,895756667;18,50784242;126,0826412;0,750306615;12505,22;0,0334;70,05;Good;0;37;24,11;68,5;87
M003;CNC;L3;Shift_3_Malam;OP012;Shaft;3;1;0;76,83280871;1,799557086;14,89392944;4,405050221;19,0715168;115,8312638;0,676378062;15204,65;0,0334;92,82;Good;1;0;24,12;66,3;80,4
M004;CNC;L1;Shift_3_Malam;OP012;Bracket;3;1;0;75,15027495;2,058013836;15,19288274;5,034881997;21,18313107;118,3751028;0,760084682;6105,25;0,167;73,88;Good;0;0;24,73;74,8;84,4
M003;Conveyor;L3;Shift_3_Malam;OP012;Shaft;3;1;0;80,56580418;1,595546886;17,8324338;5,49892146;21,54132907;118,4251979;0,6830274;15204,67;0,0501;91,41;Good;2;34;24,64;85,3;71,9
M003;Drill;L3;Shift_3_Malam;OP012;Shaft;3;1;0;82,38793748;2,004704671;22,50807622;5,054196549;18,09307363;118,2302431;0,879274059;15204,68;0,0668;94,5;Good;0;43;27,23;81;89,6
M001;Conveyor;L1;Shift_3_Malam;OP012;Bracket;3;1;0;75,97306504;2,570080527;17,59532219;5,616528458;21,63570825;123,6124788;0,914468585;12505,23;0,0501;71,71;Good;1;0;26,03;71;75,5
M004;Drill;L1;Shift_3_Malam;OP012;Bracket;3;1;0;75,58928209;2,306916967;17,63350951;5,533599274;21,56747074;118,4167112;0,831305232;6105,27;0,1837;73,36;Good;0;41;24,51;77,6;88,1
M002;Conveyor;L2;Shift_3_Malam;OP012;Flange;3;1;0;78,90143918;2,493062453;15,11617929;5,311094019;18,59306989;126,9696227;0,838024922;8304,67;0,0668;27,53;Critical;2;0;28,15;71,8;75,5
M001;Conveyor;L1;Shift_3_Malam;OP012;Bracket;3;1;0;76,35576139;2,117338363;19,89185917;5,029874337;22,39797139;115,9076246;0,865427414;12505,25;0,0668;74,86;Good;2;0;25,74;77,1;76,2
M002;CNC;L2;Shift_3_Malam;OP012;Flange;3;1;0;86,96308025;7,270062677;27,58311522;5,009000155;17,81471356;120,8468873;1;8304,68;0;33,1;Critical;0;0;23,55;77,5;89,3
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;3;1;0;;1,782810581;19,5781504;5,305519909;19,06284113;116,1210701;0,797751483;15204,7;0,0835;96,81;Good;0;39;25,38;79,6;94,5
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;3;1;0;71,70788131;1,80669792;16,74155865;4,843331756;20,71850394;122,1048639;0,73664009;15204,72;0,1002;95,49;Good;0;0;25,8;67,2;96,7
M001;Drill;L1;Shift_3_Malam;OP012;Bracket;3;1;0;81,39288989;1,178257938;16,58658646;4,246991699;18,71965057;119,9202514;0,57426153;12505,27;0,0835;70,41;Good;0;0;23,97;68,7;84,6
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;4;1;0;77,65805784;2,355843642;15,4137555;5,196801622;20,39572863;119,2246898;0,794988073;12505,28;0,1002;74,18;Good;0;0;23,42;74,6;91,1
M002;Conveyor;L2;Shift_3_Malam;OP012;Flange;4;1;0;76,20757018;2,462097194;18,167745;4,547572548;20,36161412;125,9423748;0,887022841;8304,7;0,0167;27,4;Critical;2;0;25,13;69,8;75,5
M004;Conveyor;L1;Shift_3_Malam;OP012;Bracket;4;1;0;77,1763805;1,834046826;15,83918534;4,615143509;19,7193886;116,7282906;0,72783896;6105,28;0,2004;69,76;Low;1;36;24,46;69,5;69
M002;CNC;L2;Shift_3_Malam;OP012;Flange;4;1;0;77,33340437;1,923814488;15,64516699;5,000089579;21,24860081;122,9325758;0,707408014;8304,72;0,0334;29,19;Critical;0;0;27,22;76,4;77
M001;CNC;L1;Shift_3_Malam;OP012;Bracket;4;1;0;72,25454574;1,773841366;17,15261857;4,961950049;19,65745881;116,1552004;0,734380924;12505,3;0,1169;72,56;Good;0;36;26,11;70,4;87,4
M002;Welder;L2;Shift_3_Malam;OP012;Flange;4;1;0;81,93499768;2,114796065;17,02168765;4,435169757;20,3473116;120,563426;0,776925367;8304,73;0,0501;31,87;Critical;0;38;24,04;86,3;99,6
M001;Drill;L1;Shift_3_Malam;OP012;Bracket;4;1;0;77,57619324;2,337479764;16,92404294;5,066196626;21,71970782;114,0221234;0,846247634;12505,32;0,1336;73,72;Good;0;42;25,64;72,3;86,3
M002;Welder;L2;Shift_3_Malam;OP012;Flange;4;1;0;78,78325609;1,477168408;18,93288919;5,386455864;21,18602932;116,6874143;0,708263567;8304,75;0,0668;29,92;Critical;0;35;26,9;73,6;98
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;4;1;0;80,31093235;2,122831559;18,1580956;4,548663372;21,17902594;119,5892848;0,813873676;12505,33;0,1503;71,26;Good;0;0;22,91;76,5;98,1
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;4;1;0;74,39482902;1,916998468;17,42368794;5,508993332;18,2762306;129,0732458;0,764366751;12505,35;0,167;75,6;Good;0;0;23,47;67,5;96,4
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;4;1;0;78,88076543;2,034018318;18,36602586;4,37593167;20,78718886;120,5040194;0,817946443;12505,37;0,1837;72,17;Good;0;0;24,98;77,5;94,8
M004;Conveyor;L1;Shift_3_Malam;OP012;Bracket;4;1;0;76,65945981;2,137698201;16,01694592;5,846929658;18,68225181;128,2733416;0,767199851;6105,3;0,2171;72,33;Good;3;0;25,05;76,7;76,9
M002;Drill;L2;Shift_3_Malam;OP012;Flange;4;1;0;80,00472876;1,943539268;18,21055725;4,835495828;18,07787753;121,1016165;0,791381508;8304,77;0,0835;28,22;Critical;0;0;24,92;73,3;90,4
M002;Conveyor;L2;Shift_3_Malam;OP012;Flange;4;1;0;71,08476752;1,968923944;18,30120499;5,058246799;19,89244048;118,0645788;0,76775416;8304,78;0,1002;32;Critical;2;0;24,53;76,4;76,9
M002;Drill;L2;Shift_3_Malam;OP012;Flange;4;1;0;77,17120022;1,93583745;14,99390628;4,243186571;18,64355722;127,6967826;0,722104894;8304,8;0,1169;31,39;Critical;0;36;24,51;77,1;83,4
M001;CNC;L1;Shift_3_Malam;OP012;Bracket;4;1;0;75,6620545;2,291094861;19,99138751;4,975145573;21,18592658;122,1850881;0,89557959;12505,38;0,2004;70,93;Good;0;44;25,58;82,2;88,1
M002;Welder;L2;Shift_3_Malam;OP012;Flange;4;1;0;78,76933867;2,125627988;16,23713259;5,091392871;21,22180319;116,786392;0,772018134;8304,82;0,1336;27,72;Critical;0;0;26,7;87,5;102,2
M002;Conveyor;L2;Shift_3_Malam;OP012;Flange;4;1;0;78,88471573;2,066175061;18,1806196;4,965535158;17,14606065;122,3528573;0,816528509;8304,83;0,1503;31,31;Critical;2;0;24,28;69,7;69,3
M001;Drill;L1;Shift_3_Malam;OP012;Bracket;4;1;0;84,76011922;8,219896996;27,05971253;4,774767569;18,75754619;118,5370263;1;12505,4;0;73,53;Good;0;0;28,66;68,5;97,5
M003;CNC;L3;Shift_3_Malam;OP012;Shaft;4;1;0;75,34212827;1,886426077;19,85135352;4,621374193;17,81031999;110,054829;0,821126006;15204,73;0,1169;92,63;Good;0;0;27,94;75,5;88,1
M001;CNC;L1;Shift_3_Malam;OP012;Bracket;4;1;0;77,1486871;2,269600748;18,06866678;5,452210648;19,30605609;124,6798658;0,820916807;12505,42;0,0167;75,3;Good;0;41;26,99;64,6;85
M002;Welder;L2;Shift_3_Malam;OP012;Flange;4;1;0;74,79278987;2,011308972;17,27500199;5,012322854;20,6827635;125,4746703;0,754302906;8304,85;0,167;28,13;Critical;0;0;25,93;78,2;98
M001;Drill;L1;Shift_3_Malam;OP012;Bracket;4;1;0;91,52342449;6,257613191;29,39176523;5,616300951;19,63656785;129,1897101;1;12505,43;0;72,19;Good;0;0;28,01;75,6;91,7
M003;Conveyor;L3;Shift_3_Malam;OP012;Shaft;4;1;0;;6,775636583;27,85146052;4,789407058;19,11536114;122,1107185;1;15204,75;0;96,65;Good;0;0;24,56;76,8;85,4
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;4;1;0;68,76785193;2,311581821;16,76326996;4,826082123;21,95026479;118,7563829;0,821143001;12505,45;0,0167;72,11;Good;0;0;23,75;73,5;95,7
M002;Conveyor;L2;Shift_3_Malam;OP012;Flange;4;1;0;76,36638377;2,027947501;16,41021271;5,326237698;16,54271424;124,1749471;0,781991865;8304,87;0,1837;31,05;Critical;3;0;24,21;76,3;77,3
M003;CNC;L3;Shift_3_Malam;OP012;Shaft;4;1;0;74,37725182;1,846703249;13,85528964;4,350810015;21,85530784;124,2491018;0,680415908;15204,77;0,0167;93,37;Good;0;0;23,5;77,4;78,9
M004;Conveyor;L1;Shift_3_Malam;OP012;Bracket;4;1;0;72,60108919;1,233935121;18,30806368;4,514614656;19,18356756;128,1914059;0,66209096;6105,32;0,2338;71,26;Good;3;0;25,18;76;71,8
M002;Conveyor;L2;Shift_3_Malam;OP012;Flange;4;1;0;73,78467006;1,949484523;17,83460451;5,438993989;19,88283648;119,7768619;0,773208765;8304,88;0,2004;33,12;Critical;2;0;25,45;68,3;74,6
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;4;1;0;77,82720874;1,902196251;20,27238275;4,531226428;19,20895499;119,1721051;0,795967572;15204,78;0,0334;93,44;Good;0;0;25,3;75,9;93,9
M003;Conveyor;L3;Shift_3_Malam;OP012;Shaft;4;1;0;81,48693916;2,117109858;18,71811019;4,272379594;22,31433216;116,4222779;0,820003832;15204,8;0,0501;96,34;Good;3;0;24,98;84,3;74,5
M004;Welder;L1;Shift_3_Malam;OP012;Bracket;4;1;0;78,44260344;1,953828432;20,66845839;5,747410875;18,15353225;122,6873104;0,853159196;6105,33;0,2505;71;Good;0;42;25,2;76,2;93,6
M001;CNC;L1;Shift_3_Malam;OP012;Bracket;4;1;0;75,6855732;1,903884482;16,60527154;4,442472941;20,01760455;112,2586917;0,731403025;12505,47;0,0334;70,87;Good;0;0;27,6;75,7;81,4
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;4;1;0;78,8748293;1,466180321;20,27630066;5,073647759;20,79115798;123,8804369;0,746612899;12505,48;0,0501;69,77;Low;0;0;25,93;82,8;93
M002;Welder;L2;Shift_3_Malam;OP012;Flange;4;1;0;76,13187913;1,718009651;16,94216724;5,027634077;17,58349585;122,9391756;0,722296342;8304,9;0,2171;31,12;Critical;0;0;26,38;71,3;94,9
M004;Drill;L1;Shift_3_Malam;OP012;Bracket;4;1;0;75,4273823;2,142995312;19,55519212;3,875748673;18,62015274;122,925351;0,841808221;6105,35;0,2672;71,82;Good;0;0;25,29;79,4;83,7
M001;Conveyor;L1;Shift_3_Malam;OP012;Bracket;4;1;0;74,05012875;2,514772289;15,08248321;4,893073191;19,7777322;120,6911262;0,831697674;12505,5;0,0668;74,77;Good;2;0;22,58;72,3;76,5
M004;CNC;L1;Shift_3_Malam;OP012;Bracket;4;1;0;72,25976368;1,970742385;18,4702706;5,1793653;18,67000245;127,6648912;0,793925843;6105,37;0,2839;72,45;Good;0;0;22,28;80,4;82,8
M001;Welder;L1;Shift_3_Malam;OP012;Bracket;4;1;0;76,34751233;2,098343322;14,03062412;5,141723753;18,77661234;124,3599673;0,733569451;12505,52;0,0835;75,39;Good;0;0;28,12;79;91,2
M003;CNC;L3;Shift_3_Malam;OP012;Shaft;4;1;0;77,99347727;;17,46572503;5,361408274;19,47520601;116,964614;0,810298151;15204,82;0,0668;92,09;Good;0;0;24,2;72,9;86
M001;Drill;L1;Shift_3_Malam;OP012;Bracket;4;1;0;86,50211121;6,280779242;27,86032238;4,845003474;20,974372;117,0541048;1;12505,53;0;74,79;Good;0;0;24,07;73,7;93,5
M004;Conveyor;L1;Shift_3_Malam;OP012;Bracket;4;1;0;76,27548271;;16,9580629;5,285001777;19,48592333;115,6016309;0,791020086;6105,38;0,3006;74,27;Good;3;0;25,37;79,9;78,6
M003;Welder;L3;Shift_3_Malam;OP012;Shaft;4;1;0;74,68817865;1,777852968;15,89912474;4,724268373;21,61763929;122,7564167;0,720110549;15204,83;0,0835;95,6;Good;0;36;25,83;65,7;96
M003;Conveyor;L3;Shift_3_Malam;OP012;Shaft;4;1;0;79,35218876;2,259447332;19,69223694;4,435813033;18,50336333;114,9993054;0,877329129;15204,85;0,1002;96,04;Good;0;0;26,02;72,8;78
M003;Drill;L3;Shift_3_Malam;OP012;Shaft;4;1;0;73,57808777;2,045420914;17,79307442;4,48090865;18,12211661;125,4169607;0,786496446;15204,87;0,1169;95,53;Good;0;0;27,66;78,1;88,5
M004;Drill;L1;Shift_3_Malam;OP012;Bracket;4;1;0;79,85960062;2,089535544;17,02085871;4,415155818;22,88951811;126,6148665;0,786670684;6105,4;0,3173;73,36;Good;0;0;27,25;73,5;89,7
M002;CNC;L2;Shift_3_Malam;OP012;Flange;4;1;0;74,52689917;1,765220421;18,08379184;5,403834387;19,01306281;115,6049187;0,756195085;8304,92;0,2338;27,99;Critical;0;0;23,78;75,7;85
M002;Welder;L2;Shift_3_Malam;OP012;Flange;4;1;0;75,27827786;2,212109708;23,27333828;4,394170596;18,03363199;119,0722573;0,924194999;8304,93;0,2505;27,4;Critical;0;46;26,45;64,8;100,7
M002;CNC;L2;Shift_3_Malam;OP012;Flange;4;1;0;73,13726135;2,625413876;20,3070057;5,109615536;17,38691909;120,0831049;0,979045892;8304,95;0,2672;32,72;Critical;0;0;24,42;70,7;85,2
